Nomor #,Tanggal Transaksi Keterangan,Tanggal Transaksi Jurnal,Store,Jenis Jurnal,Nilai,Keterangan
JV.2025.09.00350,9-Sep-2025,10-Sep-2025,La Piazza,Uang masuk,"10,035,245.00",Uang masuk penjualan cafe tanggal 09/09/2025
JV.2025.09.00358,10-Sep-2025,10-Sep-2025,MKG,Penjualan cafe,"808,775.00",Penjualan cafe strada MKG tanggal 10/09/2025
JV.2025.09.00365,10-Sep-2025,11-Sep-2025,MKG,Uang masuk,"808,775.00",Uang masuk penjualan cafe strada MKG tanggal 10/09/2025
JV.2025.09.00372,10-Sep-2025,10-Sep-2025,SMS,Penjualan cafe,"218,965.00",Penjualan cafe strada SMS tanggal 10/09/2025
JV.2025.09.00379,10-Sep-2025,11-Sep-2025,SMS,Uang masuk,"218,965.00",Uang masuk penjualan cafe strada SMS tanggal 10/09/2025
JV.2025.09.00343,10-Sep-2025,10-Sep-2025,La Piazza,Penjualan cafe,"9,243,045.00",Penjualan cafe tanggal 10/09/2025
JV.2025.09.00351,10-Sep-2025,11-Sep-2025,La Piazza,Uang masuk,"9,175,095.00",Uang masuk penjualan cafe tanggal 10/09/2025
JV.2025.09.00359,11-Sep-2025,11-Sep-2025,MKG,Penjualan cafe,"509,355.00",Penjualan cafe strada MKG tanggal 11/09/2025
JV.2025.09.00366,11-Sep-2025,12-Sep-2025,MKG,Uang masuk,"509,355.00",Uang masuk penjualan cafe strada MKG tanggal 11/09/2025
JV.2025.09.00373,11-Sep-2025,11-Sep-2025,SMS,Penjualan cafe,"83,160.00",Penjualan cafe strada SMS tanggal 11/09/2025
JV.2025.09.00380,11-Sep-2025,12-Sep-2025,SMS,Uang masuk,"83,160.00",Uang masuk penjualan cafe strada SMS tanggal 11/09/2025
JV.2025.09.00344,11-Sep-2025,11-Sep-2025,La Piazza,Penjualan cafe,"9,903,705.00",Penjualan cafe tanggal 11/09/2025
JV.2025.09.00352,11-Sep-2025,12-Sep-2025,La Piazza,Uang masuk,"9,808,755.00",Uang masuk penjualan cafe tanggal 11/09/2025
JV.2025.09.00360,12-Sep-2025,12-Sep-2025,MKG,Penjualan cafe,"989,835.00",Penjualan cafe strada MKG tanggal 12/09/2025
JV.2025.09.00367,12-Sep-2025,13-Sep-2025,MKG,Uang masuk,"989,835.00",Uang masuk penjualan cafe strada MKG tanggal 12/09/2025
JV.2025.09.00374,12-Sep-2025,12-Sep-2025,SMS,Penjualan cafe,"36,960.00",Penjualan cafe strada SMS tanggal 12/09/2025
JV.2025.09.00381,12-Sep-2025,13-Sep-2025,SMS,Uang masuk,"36,960.00",Uang masuk penjualan cafe strada SMS tanggal 12/09/2025
JV.2025.09.00345,12-Sep-2025,12-Sep-2025,La Piazza,Penjualan cafe,"14,871,750.00",Penjualan cafe tanggal 12/09/2025
JV.2025.09.00353,12-Sep-2025,13-Sep-2025,La Piazza,Uang masuk,"14,759,850.00",Uang masuk penjualan cafe tanggal 12/09/2025
JV.2025.09.00361,13-Sep-2025,13-Sep-2025,MKG,Penjualan cafe,"1,804,735.00",Penjualan cafe strada MKG tanggal 13/09/2025
JV.2025.09.00368,13-Sep-2025,14-Sep-2025,MKG,Uang masuk,"1,804,735.00",Uang masuk penjualan cafe strada MKG tanggal 13/09/2025
JV.2025.09.01273,13-Sep-2025,14-Sep-2025,SMS,Uang masuk,"1,470,870.00",Uang masuk penjualan cafe strada SMS tanggal 13/09/2025
JV.2025.09.00346,13-Sep-2025,13-Sep-2025,La Piazza,Penjualan cafe,"27,319,930.00",Penjualan cafe tanggal 13/09/2025
JV.2025.09.00354,13-Sep-2025,14-Sep-2025,La Piazza,Uang masuk,"27,014,705.00",Uang masuk penjualan cafe tanggal 13/09/2025
JV.2025.09.00362,14-Sep-2025,14-Sep-2025,MKG,Penjualan cafe,"2,723,645.00",Penjualan cafe strada MKG tanggal 14/09/2025
JV.2025.09.00369,14-Sep-2025,15-Sep-2025,MKG,Uang masuk,"2,723,645.00",Uang masuk penjualan cafe strada MKG tanggal 14/09/2025
JV.2025.09.00376,14-Sep-2025,14-Sep-2025,SMS,Penjualan cafe,"1,336,335.00",Penjualan cafe strada SMS tanggal 14/09/2025
JV.2025.09.00382,14-Sep-2025,15-Sep-2025,SMS,Uang masuk,"1,336,335.00",Uang masuk penjualan cafe strada SMS tanggal 14/09/2025
JV.2025.09.00347,14-Sep-2025,14-Sep-2025,La Piazza,Penjualan cafe,"24,633,845.00",Penjualan cafe tanggal 14/09/2025
JV.2025.09.00355,14-Sep-2025,15-Sep-2025,La Piazza,Uang masuk,"24,608,345.00",Uang masuk penjualan cafe tanggal 14/09/2025
JV.2025.09.00619,15-Sep-2025,15-Sep-2025,MKG,Penjualan cafe,"560,175.00",Penjualan cafe strada MKG tanggal 15/09/2025
JV.2025.09.00620,15-Sep-2025,16-Sep-2025,MKG,Uang masuk,"560,175.00",Uang masuk penjualan cafe strada MKG tanggal 15/09/2025
JV.2025.09.00631,15-Sep-2025,15-Sep-2025,SMS,Penjualan cafe,"173,250.00",Penjualan cafe strada SMS tanggal 15/09/2025
JV.2025.09.00632,15-Sep-2025,16-Sep-2025,SMS,Uang masuk,"162,150.00",Uang masuk penjualan cafe strada SMS tanggal 15/09/2025
JV.2025.09.00586,15-Sep-2025,15-Sep-2025,La Piazza,Penjualan cafe,"15,248,400.00",Penjualan cafe tanggal 15/09/2025
JV.2025.09.00591,15-Sep-2025,16-Sep-2025,La Piazza,Uang masuk,"15,197,850.00",Uang masuk penjualan cafe tanggal 15/09/2025
JV.2025.09.00621,16-Sep-2025,16-Sep-2025,MKG,Penjualan cafe,"202,125.00",Penjualan cafe strada MKG tanggal 16/09/2025
JV.2025.09.00622,16-Sep-2025,17-Sep-2025,MKG,Uang masuk,"202,125.00",Uang masuk Penjualan cafe strada MKG tanggal 16/09/2025
JV.2025.09.00633,16-Sep-2025,16-Sep-2025,SMS,Penjualan cafe,"405,680.00",Penjualan cafe strada SMS tanggal 16/09/2025
JV.2025.09.00634,16-Sep-2025,17-Sep-2025,SMS,Uang masuk,"405,680.00",Uang masuk penjualan cafe strada SMS tanggal 16/09/2025
JV.2025.09.00587,16-Sep-2025,16-Sep-2025,La Piazza,Penjualan cafe,"10,693,460.00",Penjualan cafe tanggal 16/09/2025
JV.2025.09.00592,16-Sep-2025,17-Sep-2025,La Piazza,Uang masuk,"10,627,160.00",Uang masuk penjualan cafe tanggal 16/09/2025
JV.2025.09.00623,17-Sep-2025,17-Sep-2025,MKG,Penjualan cafe,"493,185.00",Penjualan cafe strada MKG tanggal 17/09/2025
JV.2025.09.00624,17-Sep-2025,18-Sep-2025,MKG,Uang masuk,"493,185.00",Uang masuk Penjualan cafe strada MKG tanggal 17/09/2025
JV.2025.09.00635,17-Sep-2025,17-Sep-2025,SMS,Penjualan cafe,"237,930.00",Penjualan cafe strada SMS tanggal 17/09/2025
JV.2025.09.00636,17-Sep-2025,18-Sep-2025,SMS,Uang masuk,"237,930.00",Uang masuk penjualan cafe strada SMS tanggal 17/09/2025
JV.2025.09.00588,17-Sep-2025,17-Sep-2025,La Piazza,Penjualan cafe,"8,823,935.00",Penjualan cafe tanggal 17/09/2025
JV.2025.09.00593,17-Sep-2025,18-Sep-2025,La Piazza,Uang masuk,"8,634,110.00",Uang masuk penjualan cafe tanggal 17/09/2025
JV.2025.09.00625,18-Sep-2025,18-Sep-2025,MKG,Penjualan cafe,"455,070.00",Penjualan cafe strada MKG tanggal 18/09/2025
JV.2025.09.00626,18-Sep-2025,19-Sep-2025,MKG,Uang masuk,"455,070.00",Uang masuk Penjualan cafe strada MKG tanggal 18/09/2025
JV.2025.09.00637,18-Sep-2025,18-Sep-2025,SMS,Penjualan cafe,"139,755.00",Penjualan cafe strada SMS tanggal 18/09/2025
JV.2025.09.00638,18-Sep-2025,19-Sep-2025,SMS,Uang masuk,"139,755.00",Uang masuk penjualan cafe strada SMS tanggal 18/09/2025
JV.2025.09.00589,18-Sep-2025,18-Sep-2025,La Piazza,Penjualan cafe,"7,461,010.00",Penjualan cafe tanggal 18/09/2025
JV.2025.09.00594,18-Sep-2025,19-Sep-2025,La Piazza,Uang masuk,"7,416,010.00",Uang masuk penjualan cafe tanggal 18/09/2025
JV.2025.09.00627,19-Sep-2025,19-Sep-2025,MKG,Penjualan cafe,"489,965.00",Penjualan cafe strada MKG tanggal 19/09/2025
JV.2025.09.00628,19-Sep-2025,20-Sep-2025,MKG,Uang masuk,"489,965.00",Uang masuk penjualan cafe strada MKG tanggal 19/09/2025
JV.2025.09.00639,19-Sep-2025,19-Sep-2025,SMS,Penjualan cafe,"678,245.00",Penjualan cafe strada SMS tanggal 19/09/2025
JV.2025.09.00618,19-Sep-2025,20-Sep-2025,SMS,Uang masuk,"62,400.00",Uang masuk OVO penjualan cafe strada SMS tanggal 19/09/2025
JV.2025.09.00640,19-Sep-2025,20-Sep-2025,SMS,Uang masuk,"445,745.00",Uang masuk penjualan cafe strada SMS tanggal 19/09/2025
JV.2025.09.00614,19-Sep-2025,19-Sep-2025,La Piazza,Penjualan cafe,"15,589,590.00",Penjualan cafe tanggal 19/09/2025
JV.2025.09.00617,19-Sep-2025,20-Sep-2025,La Piazza,Uang masuk,"15,493,340.00",Uang masuk penjualan cafe tanggal 19/09/2025
JV.2025.09.00629,20-Sep-2025,20-Sep-2025,MKG,Penjualan cafe,"2,302,255.00",Penjualan cafe strada MKG tanggal 20/09/2025
JV.2025.09.00630,20-Sep-2025,21-Sep-2025,MKG,Uang masuk,"2,061,830.00",Uang masuk penjualan cafe strada MKG tanggal 20/09/2025
JV.2025.09.00641,20-Sep-2025,20-Sep-2025,SMS,Penjualan cafe,"1,031,415.00",Penjualan cafe strada SMS tanggal 20/09/2025
JV.2025.09.00642,20-Sep-2025,21-Sep-2025,SMS,Uang masuk,"981,415.00",Uang masuk penjualan cafe strada SMS tanggal 20/09/2025
JV.2025.09.00615,20-Sep-2025,20-Sep-2025,La Piazza,Penjualan cafe,"21,164,345.00",Penjualan cafe tanggal 20/09/2025
JV.2025.09.00616,20-Sep-2025,21-Sep-2025,La Piazza,Uang masuk,"20,997,795.00",Uang masuk penjualan cafe tanggal 20/09/2025
JV.2025.09.01226,21-Sep-2025,21-Sep-2025,MKG,Penjualan cafe,"2,679,875.00",Penjualan cafe strada MKG tanggal 21/09/2025
JV.2025.09.01252,21-Sep-2025,22-Sep-2025,MKG,Uang masuk,"2,679,875.00",Uang masuk penjualan cafe strada MKG tanggal 21/09/2025
JV.2025.09.01263,21-Sep-2025,21-Sep-2025,SMS,Penjualan cafe,"1,457,045.00",Penjualan cafe strada SMS tanggal 21/09/2025
JV.2025.09.01261,21-Sep-2025,22-Sep-2025,SMS,Uang masuk,"1,457,045.00",Uang masuk penjualan cafe strada SMS tanggal 21/09/2025
JV.2025.09.01194,21-Sep-2025,21-Sep-2025,La Piazza,Penjualan cafe,"30,301,308.00",Penjualan cafe tanggal 21/09/2025
JV.2025.10.00278,21-Sep-2025,22-Sep-2025,La Piazza,Uang masuk,"29,647,473.00",Uang masuk penjualan cafe tanggal 21/09/2025
JV.2025.09.01251,22-Sep-2025,23-Sep-2025,MKG,Uang masuk,"395,010.00",Uang masuk penjualan cafe strada MKG tanggal 22/09/2025
JV.2025.09.01264,22-Sep-2025,22-Sep-2025,SMS,Penjualan cafe,"143,220.00",Penjualan cafe strada SMS tanggal
JV.2025.09.01260,22-Sep-2025,23-Sep-2025,SMS,Uang masuk,"143,220.00",Uang masuk penjualan cafe strada SMS tanggal 22/09/2025
JV.2025.09.01195,22-Sep-2025,22-Sep-2025,La Piazza,Penjualan cafe,"12,308,500.00",Penjualan cafe tanggal 22/09/2025
JV.2025.10.00277,22-Sep-2025,23-Sep-2025,La Piazza,Uang masuk,"12,174,030.00",Uang masuk penjualan cafe tanggal 22/09/2025
JV.2025.09.01250,23-Sep-2025,24-Sep-2025,MKG,Uang masuk,"766,155.00",Uang masuk penjualan cafe strada MKG tanggal 23/09/2025
JV.2025.09.01265,23-Sep-2025,23-Sep-2025,SMS,Penjualan cafe,"276,045.00",Penjualan cafe strada SMS tanggal 23/09/2025
JV.2025.09.01259,23-Sep-2025,24-Sep-2025,SMS,Uang masuk,"276,045.00",Uang masuk penjualan cafe strada SMS tanggal 23/09/2025
JV.2025.09.01196,23-Sep-2025,23-Sep-2025,La Piazza,Penjualan cafe,"11,143,360.00",Penjualan cafe tanggal 23/09/2025
JV.2025.09.01223,23-Sep-2025,24-Sep-2025,La Piazza,Uang masuk,"11,020,120.00",Uang masuk penjualan cafe tanggal 23/09/2025
JV.2025.09.01227,24-Sep-2025,24-Sep-2025,MKG,Penjualan cafe,"456,225.00",Penjualan cafe strada MKG tanggal 24/09/2025
JV.2025.09.01249,24-Sep-2025,25-Sep-2025,MKG,Uang masuk,"456,225.00",Uang masuk penjualan cafe strada MKG tanggal 24/09/2025
JV.2025.09.01266,24-Sep-2025,24-Sep-2025,SMS,Penjualan cafe,"121,275.00",Penjualan cafe strada SMS tanggal 24/09/2025
JV.2025.09.01258,24-Sep-2025,25-Sep-2025,SMS,Uang masuk,"121,275.00",Uang masuk penjualan cafe strada SMS tanggal 24/09/2025
JV.2025.09.01197,24-Sep-2025,24-Sep-2025,La Piazza,Penjualan cafe,"7,422,865.00",Penjualan cafe tanggal 24/09/2025
JV.2025.09.01222,24-Sep-2025,25-Sep-2025,La Piazza,Uang masuk,"7,322,125.00",Uang masuk penjualan cafe tanggal 24/09/2025
JV.2025.09.01228,25-Sep-2025,25-Sep-2025,MKG,Penjualan cafe,"950,840.00",Penjualan cafe strada MKG tanggal 25/09/2025
JV.2025.09.01248,25-Sep-2025,26-Sep-2025,MKG,Uang masuk,"950,840.00",Uang masuk penjualan cafe strada MKG tanggal 25/09/2025
JV.2025.09.01267,25-Sep-2025,25-Sep-2025,SMS,Penjualan cafe,"470,115.00",Penjualan cafe strada SMS tanggal 25/09/2025
JV.2025.09.01257,25-Sep-2025,26-Sep-2025,SMS,Uang masuk,"470,115.00",Uang masuk penjualan cafe strada SMS tanggal 25/09/2025
JV.2025.09.01198,25-Sep-2025,25-Sep-2025,La Piazza,Penjualan cafe,"11,000,129.18",Penjualan cafe tanggal 25/09/2025
JV.2025.09.01221,25-Sep-2025,26-Sep-2025,La Piazza,Uang masuk,"10,818,188.00",Uang masuk penjualan cafe tanggal 25/09/2025
JV.2025.09.01247,26-Sep-2025,27-Sep-2025,MKG,Uang masuk,"1,077,800.00",Uang masuk penjualan cafe strada MKG tanggal 26/0/2025
JV.2025.09.01229,26-Sep-2025,26-Sep-2025,MKG,Penjualan cafe,"1,077,800.00",Penjualan cafe strada MKG tanggal 26/09/2025
JV.2025.09.01268,26-Sep-2025,26-Sep-2025,SMS,Penjualan cafe,"676,830.00",Penjualan cafe strada SMS tanggal 26/09/2025
JV.2025.09.01256,26-Sep-2025,27-Sep-2025,SMS,Uang masuk,"676,830.00",Uang masuk penjualan cafe strada SMS tanggal 26/09/2025
JV.2025.09.01199,26-Sep-2025,26-Sep-2025,La Piazza,Penjualan cafe,"15,696,950.00",Penjualan cafe tanggal 26/09/2025
JV.2025.09.01220,26-Sep-2025,27-Sep-2025,La Piazza,Uang masuk,"15,485,675.00",Uang masuk penjualan cafe tanggal
JV.2025.09.01230,27-Sep-2025,27-Sep-2025,MKG,Penjualan cafe,"2,358,390.00",Penjualan cafe strada MKG tanggal 27/09/2025
JV.2025.09.01245,27-Sep-2025,28-Sep-2025,MKG,Uang masuk,"2,181,675.00",Uang masuk penjualan cafe strada MKG tanggal 27/09/2025
JV.2025.09.01269,27-Sep-2025,27-Sep-2025,SMS,Penjualan cafe,"759,475.00",Penjualan cafe strada SMS tanggal 27/09/2025
JV.2025.09.01255,27-Sep-2025,28-Sep-2025,SMS,Uang masuk,"759,475.00",Uang masuk penjualan cafe strada SMS tanggal 27/09/2025
JV.2025.09.01207,27-Sep-2025,27-Sep-2025,La Piazza,Penjualan cafe,"20,920,965.00",Penjualan cafe tanggal 27/09/2025
JV.2025.09.01219,27-Sep-2025,28-Sep-2025,La Piazza,Uang masuk,"20,490,285.00",Uang masuk penjualan cafe tanggal 27/09/2025
JV.2025.09.01232,28-Sep-2025,28-Sep-2025,MKG,Penjualan cafe,"1,371,305.00",Penjualan cafe strada MKG tanggal 28/09/2025
JV.2025.09.01244,28-Sep-2025,29-Sep-2025,MKG,Uang masuk,"1,371,305.00",Uang masuk penjualan strada cafe MKG tanggal 28/09/2025
JV.2025.09.01270,28-Sep-2025,28-Sep-2025,SMS,Penjualan cafe,"1,644,510.00",Penjualan cafe strada SMS tanggal 28/09/2025
JV.2025.09.01254,28-Sep-2025,29-Sep-2025,SMS,Uang masuk,"1,644,310.00",Uang masuk penjualan cafe strada SMS tanggal 28/09/2025
JV.2025.09.01208,28-Sep-2025,28-Sep-2025,La Piazza,Penjualan cafe,"29,405,780.00",Penjualan cafe tanggal 28/09/2025
JV.2025.09.01218,28-Sep-2025,29-Sep-2025,La Piazza,Uang masuk,"28,892,685.00",Uang masuk penjualan cafe tanggal 28/09/2025
JV.2025.09.01233,29-Sep-2025,29-Sep-2025,MKG,Penjualan cafe,"720,205.00",Penjualan cafe strada MKG tanggal 29/09/2025
JV.2025.09.01243,29-Sep-2025,30-Sep-2025,MKG,Uang masuk,"720,205.00",Uang masuk penjualan strada cafe MKG tanggal 29/09/2025
JV.2025.09.01271,29-Sep-2025,29-Sep-2025,SMS,Penjualan cafe,"332,640.00",Penjualan cafe strada SMS tanggal 29/09/2025
JV.2025.09.01253,29-Sep-2025,30-Sep-2025,SMS,Uang masuk,"332,640.00",Uang masuk penjualan cafe strada SMS tanggal 29/09/2025
JV.2025.09.01209,29-Sep-2025,29-Sep-2025,La Piazza,Penjualan cafe,"9,917,430.00",Penjualan cafe tanggal 29/09/2025
JV.2025.09.01217,29-Sep-2025,30-Sep-2025,La Piazza,Uang masuk,"9,643,120.00",Uang masuk penjualan cafe tanggal 29/09/2025
JV.2025.09.01234,30-Sep-2025,30-Sep-2025,MKG,Penjualan cafe,"736,290.00",Penjualan cafe strada MKG tanggal 30/09/2025
JV.2025.10.00311,30-Sep-2025,1-Oct-2025,MKG,Uang masuk,"736,290.00",Uang masuk penjualan cafe strada MKG tanggal 30/09/2025
JV.2025.10.00323,30-Sep-2025,1-Oct-2025,SMS,Penjualan cafe,"330,330.00",Penjualan cafe strada SMS tanggal 30/09/2025
JV.2025.10.00322,30-Sep-2025,1-Oct-2025,SMS,Uang masuk,"330,330.00",Uang masuk penjualan cafe strada SMS tanggal 30/09/2025
JV.2025.09.01210,30-Sep-2025,30-Sep-2025,La Piazza,Penjualan cafe,"11,058,055.01",Penjualan cafe tanggal 30/09/2025
JV.2025.10.00275,30-Sep-2025,1-Oct-2025,La Piazza,Uang masuk,"10,887,605.00",Uang masuk penjualan cafe tanggal 30/09/2025
JV.2025.10.00282,1-Oct-2025,1-Oct-2025,MKG,Penjualan cafe,"552,090.00",Penjualan cafe strada MKG tanggal 01/10/2025
JV.2025.10.00309,1-Oct-2025,2-Oct-2025,MKG,Uang masuk,"552,090.00",Uang masuk penjualan cafe strada MKG tanggal 01/10/2025
JV.2025.10.01118,1-Oct-2025,1-Oct-2025,SMS,Penjualan cafe,"233,310.00",Penjualan cafe strada SMS tanggal 01/10/2025
JV.2025.10.00321,1-Oct-2025,2-Oct-2025,SMS,Uang masuk,"233,310.00",Uang masuk penjualan cafe strada SMS tanggal 01/10/2025
JV.2025.10.00254,1-Oct-2025,1-Oct-2025,La Piazza,Penjualan cafe,"16,647,851.82",Penjualan cafe tanggal 01/10/2025
JV.2025.10.00274,1-Oct-2025,2-Oct-2025,La Piazza,Uang masuk,"16,392,370.00",Uang masuk penjualan cafe tanggal 01/10/2025
JV.2025.10.00283,2-Oct-2025,2-Oct-2025,MKG,Penjualan cafe,"889,490.00",Penjualan cafe strada MKG tanggal 02/10/2025
JV.2025.10.00308,2-Oct-2025,3-Oct-2025,MKG,Uang masuk,"889,490.00",Uang masuk penjualan cafe strada MKG tanggal 02/10/2025
JV.2025.10.01138,2-Oct-2025,2-Oct-2025,SMS,Penjualan cafe,"328,020.00",Penjualan cafe strada SMS tanggal 02/10/2025
JV.2025.10.01119,2-Oct-2025,2-Oct-2025,SMS,Penjualan cafe,"328,020.00",Penjualan cafe strada SMS tanggal 02/10/2025
JV.2025.10.00320,2-Oct-2025,3-Oct-2025,SMS,Uang masuk,"328,020.00",Uang masuk penjualan cafe strada SMS tanggal 02/10/2025
JV.2025.10.00255,2-Oct-2025,2-Oct-2025,La Piazza,Penjualan cafe,"13,884,265.00",Penjualan cafe tanggal 02/10/2025
JV.2025.10.00273,2-Oct-2025,3-Oct-2025,La Piazza,Uang masuk,"13,612,500.00",Uang masuk penjualan cafe tanggal 02/10/2025
JV.2025.10.00284,3-Oct-2025,3-Oct-2025,MKG,Penjualan cafe,"716,375.00",Penjualan cafe strada MKG tanggal 03/10/2025
JV.2025.10.00307,3-Oct-2025,4-Oct-2025,MKG,Uang masuk,"716,575.00",Uang masuk penjualan cafe strada MKG tanggal 03/10/2025
JV.2025.10.01139,3-Oct-2025,3-Oct-2025,SMS,Penjualan cafe,"642,185.00",Penjualan cafe strada SMS tanggal 03/10/2025
JV.2025.10.01120,3-Oct-2025,3-Oct-2025,SMS,Penjualan cafe,"642,185.00",Penjualan cafe strada SMS tanggal 03/10/2025
JV.2025.10.00319,3-Oct-2025,4-Oct-2025,SMS,Uang masuk,"642,185.00",Uang masuk penjualan cafe strada SMS tanggal 03/10/2025
JV.2025.10.00256,3-Oct-2025,3-Oct-2025,La Piazza,Penjualan cafe,"22,524,100.00",Penjualan cafe tanggal 03/10/2025
JV.2025.10.00272,3-Oct-2025,4-Oct-2025,La Piazza,Uang masuk,"22,398,340.00",Uang masuk penjualan cafe tanggal 03/10/2025
JV.2025.10.00285,4-Oct-2025,4-Oct-2025,MKG,Penjualan cafe,"2,797,970.00",Penjualan cafe strada MKG tanggal 04/10/2025
JV.2025.10.00306,4-Oct-2025,5-Oct-2025,MKG,Uang masuk,"2,797,970.00",Uang masuk penjualan cafe strada MKG tanggal 04/10/2025
JV.2025.10.01140,4-Oct-2025,4-Oct-2025,SMS,Penjualan cafe,"758,350.00",Penjualan cafe strada SMS tanggal 04/10/2025
JV.2025.10.01121,4-Oct-2025,4-Oct-2025,SMS,Penjualan cafe,"758,350.00",Penjualan cafe strada SMS tanggal 04/10/2025
JV.2025.10.00318,4-Oct-2025,5-Oct-2025,SMS,Uang masuk,"758,350.00",Uang masuk penjualan cafe strada SMS tanggal 04/10/2025
JV.2025.10.00257,4-Oct-2025,4-Oct-2025,La Piazza,Penjualan cafe,"32,788,930.00",Penjualan cafe tanggal 04/10/2025
JV.2025.10.00271,4-Oct-2025,5-Oct-2025,La Piazza,Uang masuk,"32,628,930.00",Uang masuk penjualan cafe tanggal 04/10/2025
JV.2025.10.00286,5-Oct-2025,5-Oct-2025,MKG,Penjualan cafe,"1,615,010.00",Penjualan cafe strada MKG tanggal 05/10/2025
JV.2025.10.00305,5-Oct-2025,6-Oct-2025,MKG,Uang masuk,"1,615,010.00",Uang masuk penjualan cafe strada MKG tanggal 05/10/2025
JV.2025.10.01141,5-Oct-2025,5-Oct-2025,SMS,Penjualan cafe,"1,191,950.00",Penjualan cafe strada SMS tanggal 05/10/2025
JV.2025.10.01122,5-Oct-2025,5-Oct-2025,SMS,Penjualan cafe,"1,191,950.00",Penjualan cafe strada SMS tanggal 05/10/2025
JV.2025.10.00317,5-Oct-2025,6-Oct-2025,SMS,Uang masuk,"1,191,950.00",Uang masuk penjualan cafe strada SMS tanggal 05/10/2025
JV.2025.10.00258,5-Oct-2025,5-Oct-2025,La Piazza,Penjualan cafe,"24,760,100.00",Penjualan cafe tanggal 05/10/2025
JV.2025.10.00270,5-Oct-2025,6-Oct-2025,La Piazza,Uang masuk,"24,683,750.00",Uang masuk penjualan cafe tanggal 05/10/2025
JV.2025.10.00287,6-Oct-2025,6-Oct-2025,MKG,Penjualan cafe,"503,580.00",Penjualan cafe strada MKG tanggal 06/10/2025
JV.2025.10.00304,6-Oct-2025,7-Oct-2025,MKG,Uang masuk,"503,580.00",Uang masuk penjualan cafe strada MKG tanggal 06/10/2025
JV.2025.10.01142,6-Oct-2025,6-Oct-2025,SMS,Penjualan cafe,"152,460.00",Penjualan cafe strada SMS tanggal 06/10/2025
JV.2025.10.01123,6-Oct-2025,6-Oct-2025,SMS,Penjualan cafe,"152,460.00",Penjualan cafe strada SMS tanggal 06/10/2025
JV.2025.10.00316,6-Oct-2025,7-Oct-2025,SMS,Uang masuk,"152,460.00",Uang masuk penjualan cafe strada SMS tanggal 06/10/2025
JV.2025.10.00259,6-Oct-2025,6-Oct-2025,La Piazza,Penjualan cafe,"10,740,015.00",Penjualan cafe tanggal 06/10/2025
JV.2025.10.00288,7-Oct-2025,7-Oct-2025,MKG,Penjualan cafe,"487,410.00",Penjualan cafe strada MKG tanggal 07/10/2025
JV.2025.10.00302,7-Oct-2025,8-Oct-2025,MKG,Uang masuk,"487,410.00",Uang masuk penjualan cafe strada MKG tanggal 07/10/2025
JV.2025.10.01143,7-Oct-2025,7-Oct-2025,SMS,Penjualan cafe,"356,760.00",Penjualan cafe strada SMS tanggal 07/10/2025
JV.2025.10.01124,7-Oct-2025,7-Oct-2025,SMS,Penjualan cafe,"356,760.00",Penjualan cafe strada SMS tanggal 07/10/2025
JV.2025.10.00315,7-Oct-2025,8-Oct-2025,SMS,Uang masuk,"356,760.00",Uang masuk penjualan cafe strada SMS tanggal 07/10/2025
JV.2025.10.00260,7-Oct-2025,7-Oct-2025,La Piazza,Penjualan cafe,"9,586,035.00",Penjualan cafe tanggal 07/10/2025
JV.2025.10.00268,7-Oct-2025,8-Oct-2025,La Piazza,Uang masuk,"9,460,485.00",Uang masuk penjualan cafe tanggal 07/10/2025
JV.2025.10.00289,8-Oct-2025,8-Oct-2025,MKG,Penjualan cafe,"546,315.00",Penjualan cafe strada MKG tanggal 08/10/2025
JV.2025.10.00300,8-Oct-2025,9-Oct-2025,MKG,Uang masuk,"546,315.00",Uang masuk penjualan cafe strada MKG tanggal 08/10/2025
JV.2025.10.01144,8-Oct-2025,8-Oct-2025,SMS,Penjualan cafe,"321,090.00",Penjualan cafe strada SMS tanggal 08/10/2025
JV.2025.10.01125,8-Oct-2025,8-Oct-2025,SMS,Penjualan cafe,"321,090.00",Penjualan cafe strada SMS tanggal 08/10/2025
JV.2025.10.00314,8-Oct-2025,9-Oct-2025,SMS,Uang masuk,"321,090.00",Uang masuk penjualan cafe strada SMS tanggal 08/10/2025
JV.2025.10.00261,8-Oct-2025,8-Oct-2025,La Piazza,Penjualan cafe,"12,924,915.00",Penjualan cafe tanggal 08/10/2025
JV.2025.10.00264,8-Oct-2025,9-Oct-2025,La Piazza,Uang masuk,"12,747,015.00",Uang masuk penjualan cafe tanggal 08/10/2025
JV.2025.10.00290,9-Oct-2025,9-Oct-2025,MKG,Penjualan cafe,"808,945.00",Penjualan cafe strada MKG tanggal 09/10/2025
JV.2025.10.00298,9-Oct-2025,10-Oct-2025,MKG,Uang masuk,"808,945.00",Uang masuk penjualan cafe strada MKG tanggal 09/10/2025
JV.2025.10.01145,9-Oct-2025,9-Oct-2025,SMS,Penjualan cafe,"403,695.00",Penjualan cafe strada SMS tanggal 09/10/2025
JV.2025.10.01126,9-Oct-2025,9-Oct-2025,SMS,Penjualan cafe,"403,695.00",Penjualan cafe strada SMS tanggal 09/10/2025
JV.2025.10.00313,9-Oct-2025,10-Oct-2025,SMS,Uang masuk,"403,695.00",Uang masuk penjualan cafe strada SMS tanggal 09/10/2025
